evaluate_id,customer_id,customer_name,hotel_id,room_id,type_room_id,evaluate_title,evaluate_content,evaluate_loaction_point,evaluate_service_point,evaluate_price_point,evaluate_sanitary_point,evaluate_convenient_point,created_at,updated_at,deleted_at
302,3,Nhân Kha Le,5,12,27,Rất hài lòng,Vị trí thuận lợi,5,5,3,5,5,2024-10-29 17:00:00,nan,
303,3,Nhân Kha Le,5,12,27,Đáng giá tiền,Dịch vụ chuyên nghiệp,5,5,3,4,4,2024-11-11 17:00:00,nan,
304,3,Nhân Kha Le,9,24,62,Tuyệt vời,Vị trí thuận lợi,4,4,3,5,4,2024-09-26 17:00:00,nan,
305,3,Nhân Kha Le,17,48,125,Khách sạn tốt,Khách sạn rất tốt,4,5,5,4,4,2024-03-15 17:00:00,nan,
306,5,Nhân,12,33,87,Rất hài lòng,Dịch vụ chuyên nghiệp,2,3,2,3,2,2024-08-05 17:00:00,nan,
307,5,Nhân,21,62,161,Khách sạn tốt,Vị trí thuận lợi,4,4,3,5,4,2024-02-26 17:00:00,nan,
308,5,Nhân,4,9,17,Tuyệt vời,Dịch vụ chuyên nghiệp,5,5,3,4,5,2024-05-02 17:00:00,nan,
309,5,Nhân,21,62,161,Khách sạn tốt,Vị trí thuận lợi,5,5,4,4,5,2024-05-19 17:00:00,nan,
310,5,Nhân,6,15,45,Khách sạn tốt,Dịch vụ chuyên nghiệp,5,4,4,5,4,2024-11-07 17:00:00,nan,
311,5,Nhân,17,48,125,Khách sạn tốt,Vị trí thuận lợi,4,5,5,4,4,2024-07-31 17:00:00,nan,
312,5,Nhân,17,48,125,Khách sạn tốt,Dịch vụ chuyên nghiệp,5,4,3,4,5,2024-04-11 17:00:00,nan,
313,8,Sếp Nhuận Đz,16,45,117,Tuyệt vời,Khách sạn rất tốt,5,5,4,5,5,2024-05-23 17:00:00,nan,
314,8,Sếp Nhuận Đz,19,54,140,Khách sạn tốt,Khách sạn rất tốt,3,3,4,3,4,2024-04-11 17:00:00,nan,
315,8,Sếp Nhuận Đz,7,18,73,Tuyệt vời,Vị trí thuận lợi,5,4,3,5,4,2024-10-22 17:00:00,nan,
316,8,Sếp Nhuận Đz,18,51,132,Rất hài lòng,Vị trí thuận lợi,4,4,4,4,4,2024-08-25 17:00:00,nan,
317,8,Sếp Nhuận Đz,18,51,132,Khách sạn tốt,Vị trí thuận lợi,3,3,3,3,3,2024-08-29 17:00:00,nan,
318,8,Sếp Nhuận Đz,4,9,17,Đáng giá tiền,Dịch vụ chuyên nghiệp,4,4,4,4,4,2024-05-22 17:00:00,nan,
319,9,Nhuận Đz,7,19,72,Đáng giá tiền,Khách sạn rất tốt,5,4,4,4,5,2024-09-17 17:00:00,nan,
320,9,Nhuận Đz,21,60,156,Đáng giá tiền,Dịch vụ chuyên nghiệp,4,5,5,5,4,2024-02-26 17:00:00,nan,
321,9,Nhuận Đz,16,45,117,Tuyệt vời,Khách sạn rất tốt,5,5,4,5,4,2024-03-04 17:00:00,nan,
322,9,Nhuận Đz,17,48,125,Đáng giá tiền,Vị trí thuận lợi,5,5,4,5,4,2024-02-13 17:00:00,nan,
323,10,Nhuận Báo,20,57,148,Đáng giá tiền,Dịch vụ chuyên nghiệp,4,4,3,4,4,2024-08-30 17:00:00,nan,
324,10,Nhuận Báo,12,33,87,Rất hài lòng,Khách sạn rất tốt,2,2,3,3,3,2024-02-02 17:00:00,nan,
325,10,Nhuận Báo,12,33,87,Khách sạn tốt,Khách sạn rất tốt,3,2,1,3,2,2024-10-14 17:00:00,nan,
326,10,Nhuận Báo,11,30,81,Đáng giá tiền,Khách sạn rất tốt,4,3,4,3,4,2024-02-18 17:00:00,nan,
327,11,Nhuận Báo Thủ,17,48,125,Đáng giá tiền,Khách sạn rất tốt,4,5,4,5,5,2024-04-13 17:00:00,nan,
328,11,Nhuận Báo Thủ,2,2,4,Đáng giá tiền,Khách sạn rất tốt,5,5,4,5,5,2024-03-14 17:00:00,nan,
329,11,Nhuận Báo Thủ,6,15,43,Tuyệt vời,Dịch vụ chuyên nghiệp,5,4,3,4,4,2024-10-09 17:00:00,nan,
330,11,Nhuận Báo Thủ,19,56,146,Tuyệt vời,Vị trí thuận lợi,4,4,3,3,3,2024-06-11 17:00:00,nan,
331,11,Nhuận Báo Thủ,16,45,117,Đáng giá tiền,Dịch vụ chuyên nghiệp,5,5,4,5,5,2024-01-06 17:00:00,nan,
332,11,Nhuận Báo Thủ,16,45,117,Đáng giá tiền,Vị trí thuận lợi,4,5,4,4,4,2024-03-31 17:00:00,nan,
333,11,Nhuận Báo Thủ,8,21,53,Tuyệt vời,Vị trí thuận lợi,4,4,4,4,3,2024-10-15 17:00:00,nan,
334,11,Nhuận Báo Thủ,15,42,109,Tuyệt vời,Dịch vụ chuyên nghiệp,4,4,5,5,4,2024-09-13 17:00:00,nan,
335,11,Nhuận Báo Thủ,19,54,140,Rất hài lòng,Vị trí thuận lợi,4,3,3,4,4,2024-04-16 17:00:00,nan,
336,11,Nhuận Báo Thủ,13,36,95,Tuyệt vời,Vị trí thuận lợi,3,3,1,2,2,2024-08-30 17:00:00,nan,
337,11,Nhuận Báo Thủ,6,15,43,Đáng giá tiền,Vị trí thuận lợi,4,5,4,4,5,2024-02-09 17:00:00,nan,
338,11,Nhuận Báo Thủ,18,51,132,Tuyệt vời,Khách sạn rất tốt,3,3,3,4,3,2024-08-12 17:00:00,nan,
339,11,Nhuận Báo Thủ,16,45,117,Khách sạn tốt,Vị trí thuận lợi,5,4,3,4,5,2024-08-06 17:00:00,nan,
340,13,Nhân Lê Khả,8,21,53,Rất hài lòng,Khách sạn rất tốt,3,4,2,4,4,2024-04-11 17:00:00,nan,
341,13,Nhân Lê Khả,10,29,79,Đáng giá tiền,Khách sạn rất tốt,3,4,3,4,4,2024-01-26 17:00:00,nan,
342,13,Nhân Lê Khả,11,30,81,Đáng giá tiền,Vị trí thuận lợi,4,4,4,3,3,2024-01-16 17:00:00,nan,
343,13,Nhân Lê Khả,10,27,75,Tuyệt vời,Khách sạn rất tốt,3,4,4,3,3,2024-03-21 17:00:00,nan,
344,13,Nhân Lê Khả,14,39,100,Đáng giá tiền,Dịch vụ chuyên nghiệp,3,3,2,2,3,2024-09-05 17:00:00,nan,
345,13,Nhân Lê Khả,13,36,95,Đáng giá tiền,Vị trí thuận lợi,2,3,3,3,3,2024-03-25 17:00:00,nan,
346,13,Nhân Lê Khả,19,54,140,Khách sạn tốt,Khách sạn rất tốt,4,3,4,3,4,2024-06-01 17:00:00,nan,
347,13,Nhân Lê Khả,11,30,81,Đáng giá tiền,Vị trí thuận lợi,3,3,2,3,3,2024-05-07 17:00:00,nan,
348,13,Nhân Lê Khả,18,51,132,Tuyệt vời,Khách sạn rất tốt,4,3,2,4,4,2024-02-19 17:00:00,nan,
349,13,Nhân Lê Khả,12,33,87,Khách sạn tốt,Dịch vụ chuyên nghiệp,2,3,1,3,2,2024-11-08 17:00:00,nan,
350,13,Nhân Lê Khả,19,54,140,Tuyệt vời,Khách sạn rất tốt,4,4,3,4,4,2024-06-12 17:00:00,nan,
351,13,Nhân Lê Khả,18,51,132,Tuyệt vời,Vị trí thuận lợi,4,4,2,3,3,2024-03-19 17:00:00,nan,
352,14,Nhuận Báo Thủ Cute,20,57,148,Đáng giá tiền,Dịch vụ chuyên nghiệp,3,3,4,4,3,2024-10-20 17:00:00,nan,
353,14,Nhuận Báo Thủ Cute,4,9,19,Khách sạn tốt,Dịch vụ chuyên nghiệp,5,4,5,4,5,2024-05-30 17:00:00,nan,
354,14,Nhuận Báo Thủ Cute,13,36,95,Khách sạn tốt,Vị trí thuận lợi,2,2,1,3,2,2024-10-31 17:00:00,nan,
355,14,Nhuận Báo Thủ Cute,12,33,87,Đáng giá tiền,Vị trí thuận lợi,2,3,2,3,3,2024-09-12 17:00:00,nan,
356,14,Nhuận Báo Thủ Cute,10,27,75,Khách sạn tốt,Khách sạn rất tốt,4,4,3,3,4,2024-07-25 17:00:00,nan,
357,14,Nhuận Báo Thủ Cute,14,39,100,Rất hài lòng,Dịch vụ chuyên nghiệp,3,3,1,2,3,2024-04-08 17:00:00,nan,
358,15,Nguyễn Văn Vĩnh Nguyen,16,45,117,Tuyệt vời,Vị trí thuận lợi,5,4,4,5,4,2024-01-13 17:00:00,nan,
359,15,Nguyễn Văn Vĩnh Nguyen,6,15,43,Rất hài lòng,Dịch vụ chuyên nghiệp,4,5,3,5,5,2024-10-09 17:00:00,nan,
360,15,Nguyễn Văn Vĩnh Nguyen,4,9,19,Rất hài lòng,Vị trí thuận lợi,4,4,4,5,5,2024-08-16 17:00:00,nan,
361,15,Nguyễn Văn Vĩnh Nguyen,15,42,109,Khách sạn tốt,Dịch vụ chuyên nghiệp,5,4,5,5,4,2024-06-23 17:00:00,nan,
362,15,Nguyễn Văn Vĩnh Nguyen,5,12,27,Đáng giá tiền,Dịch vụ chuyên nghiệp,5,5,4,4,4,2024-04-18 17:00:00,nan,
363,15,Nguyễn Văn Vĩnh Nguyen,16,45,117,Khách sạn tốt,Dịch vụ chuyên nghiệp,4,4,4,5,5,2024-08-09 17:00:00,nan,
364,15,Nguyễn Văn Vĩnh Nguyen,2,2,1,Khách sạn tốt,Dịch vụ chuyên nghiệp,4,5,4,4,5,2024-11-06 17:00:00,nan,
365,15,Nguyễn Văn Vĩnh Nguyen,16,45,117,Tuyệt vời,Dịch vụ chuyên nghiệp,5,5,3,4,5,2024-10-19 17:00:00,nan,
366,15,Nguyễn Văn Vĩnh Nguyen,7,18,73,Tuyệt vời,Vị trí thuận lợi,4,5,5,4,5,2024-08-05 17:00:00,nan,
367,15,Nguyễn Văn Vĩnh Nguyen,9,24,62,Rất hài lòng,Dịch vụ chuyên nghiệp,4,4,4,5,4,2024-09-29 17:00:00,nan,
368,15,Nguyễn Văn Vĩnh Nguyen,5,12,26,Rất hài lòng,Dịch vụ chuyên nghiệp,5,5,5,4,4,2024-07-23 17:00:00,nan,
369,15,Nguyễn Văn Vĩnh Nguyen,4,9,19,Tuyệt vời,Dịch vụ chuyên nghiệp,4,5,5,5,5,2024-07-31 17:00:00,nan,
370,15,Nguyễn Văn Vĩnh Nguyen,9,24,62,Khách sạn tốt,Vị trí thuận lợi,4,5,4,5,4,2024-10-30 17:00:00,nan,
371,16,Vanminh Tran,13,36,95,Đáng giá tiền,Dịch vụ chuyên nghiệp,2,3,3,3,3,2024-03-30 17:00:00,nan,
372,16,Vanminh Tran,14,39,100,Tuyệt vời,Khách sạn rất tốt,2,3,2,2,2,2024-01-19 17:00:00,nan,
373,16,Vanminh Tran,19,54,140,Khách sạn tốt,Vị trí thuận lợi,3,3,3,4,4,2024-11-12 17:00:00,nan,
374,17,Nguyên Vĩnh,3,5,40,Đáng giá tiền,Vị trí thuận lợi,5,5,5,4,4,2024-10-01 17:00:00,nan,
375,17,Nguyên Vĩnh,15,42,109,Tuyệt vời,Khách sạn rất tốt,4,5,3,4,5,2024-10-22 17:00:00,nan,
376,17,Nguyên Vĩnh,12,33,87,Tuyệt vời,Dịch vụ chuyên nghiệp,3,2,3,3,3,2024-10-09 17:00:00,nan,
377,100,Phan Hải Cường,19,54,140,Rất hài lòng,Khách sạn rất tốt,3,4,3,3,3,2024-08-14 17:00:00,nan,
378,100,Phan Hải Cường,20,57,148,Đáng giá tiền,Vị trí thuận lợi,3,4,3,4,4,2024-11-20 17:00:00,nan,
379,100,Phan Hải Cường,13,36,95,Rất hài lòng,Khách sạn rất tốt,3,2,3,3,3,2024-03-21 17:00:00,nan,
380,100,Phan Hải Cường,11,30,81,Khách sạn tốt,Vị trí thuận lợi,4,4,3,3,3,2024-07-16 17:00:00,nan,
381,100,Phan Hải Cường,8,21,53,Rất hài lòng,Vị trí thuận lợi,4,4,2,3,3,2024-06-10 17:00:00,nan,
382,100,Phan Hải Cường,18,51,132,Rất hài lòng,Dịch vụ chuyên nghiệp,3,4,3,3,3,2024-07-15 17:00:00,nan,
383,100,Phan Hải Cường,11,30,81,Tuyệt vời,Vị trí thuận lợi,3,4,3,4,4,2024-10-24 17:00:00,nan,
384,100,Phan Hải Cường,13,36,95,Khách sạn tốt,Vị trí thuận lợi,2,2,2,3,3,2024-05-23 17:00:00,nan,
385,100,Phan Hải Cường,10,29,79,Đáng giá tiền,Dịch vụ chuyên nghiệp,3,4,4,4,3,2024-04-19 17:00:00,nan,
386,100,Phan Hải Cường,19,56,146,Tuyệt vời,Khách sạn rất tốt,4,3,3,4,3,2024-03-15 17:00:00,nan,
387,100,Phan Hải Cường,14,39,100,Khách sạn tốt,Khách sạn rất tốt,3,3,1,3,3,2024-10-10 17:00:00,nan,
388,100,Phan Hải Cường,18,51,132,Rất hài lòng,Dịch vụ chuyên nghiệp,3,3,2,4,3,2024-06-07 17:00:00,nan,
389,101,Trần Thanh Lan,9,24,62,Khách sạn tốt,Vị trí thuận lợi,4,4,4,4,5,2024-08-16 17:00:00,nan,
390,101,Trần Thanh Lan,19,54,140,Tuyệt vời,Vị trí thuận lợi,3,3,3,3,3,2024-06-01 17:00:00,nan,
391,101,Trần Thanh Lan,9,24,62,Đáng giá tiền,Vị trí thuận lợi,4,4,4,5,4,2024-04-01 17:00:00,nan,
392,101,Trần Thanh Lan,19,56,146,Tuyệt vời,Dịch vụ chuyên nghiệp,3,4,2,4,3,2024-11-10 17:00:00,nan,
393,101,Trần Thanh Lan,12,33,87,Khách sạn tốt,Vị trí thuận lợi,3,2,3,2,2,2024-06-04 17:00:00,nan,
394,102,Phan Quốc Nga,15,42,109,Đáng giá tiền,Vị trí thuận lợi,4,4,4,5,5,2024-04-12 17:00:00,nan,
395,102,Phan Quốc Nga,16,45,117,Đáng giá tiền,Khách sạn rất tốt,5,5,5,4,4,2024-03-25 17:00:00,nan,
396,103,Huỳnh Văn Mai,8,21,53,Khách sạn tốt,Khách sạn rất tốt,3,4,3,4,3,2024-06-13 17:00:00,nan,
397,103,Huỳnh Văn Mai,18,51,132,Đáng giá tiền,Dịch vụ chuyên nghiệp,4,3,2,4,3,2024-09-14 17:00:00,nan,
398,103,Huỳnh Văn Mai,8,21,53,Tuyệt vời,Khách sạn rất tốt,4,3,3,4,3,2024-06-30 17:00:00,nan,
399,103,Huỳnh Văn Mai,20,59,154,Khách sạn tốt,Khách sạn rất tốt,3,4,4,3,4,2024-09-17 17:00:00,nan,
400,104,Phan Hoàng Trang,14,39,100,Tuyệt vời,Dịch vụ chuyên nghiệp,3,2,3,2,2,2024-01-20 17:00:00,nan,
401,104,Phan Hoàng Trang,16,45,117,Khách sạn tốt,Dịch vụ chuyên nghiệp,4,4,3,4,5,2024-09-18 17:00:00,nan,
402,104,Phan Hoàng Trang,5,12,27,Rất hài lòng,Dịch vụ chuyên nghiệp,5,5,4,4,4,2024-07-05 17:00:00,nan,
403,104,Phan Hoàng Trang,9,24,62,Rất hài lòng,Khách sạn rất tốt,5,5,5,5,4,2024-10-06 17:00:00,nan,
404,104,Phan Hoàng Trang,6,15,45,Rất hài lòng,Khách sạn rất tốt,4,5,4,5,4,2024-01-22 17:00:00,nan,
405,105,Phạm Minh Lan,5,12,27,Rất hài lòng,Khách sạn rất tốt,5,4,5,5,5,2024-08-25 17:00:00,nan,
406,105,Phạm Minh Lan,21,62,161,Tuyệt vời,Vị trí thuận lợi,5,5,5,5,5,2024-09-16 17:00:00,nan,
407,105,Phạm Minh Lan,17,48,125,Rất hài lòng,Khách sạn rất tốt,5,4,4,5,5,2024-10-22 17:00:00,nan,
408,106,Võ Quốc Hùng,18,51,132,Rất hài lòng,Vị trí thuận lợi,3,3,2,4,3,2024-11-19 17:00:00,nan,
409,106,Võ Quốc Hùng,11,30,81,Rất hài lòng,Vị trí thuận lợi,4,3,4,3,3,2024-08-26 17:00:00,nan,
410,106,Võ Quốc Hùng,10,27,75,Đáng giá tiền,Khách sạn rất tốt,4,3,3,4,3,2024-11-14 17:00:00,nan,
411,106,Võ Quốc Hùng,10,29,79,Rất hài lòng,Vị trí thuận lợi,4,4,3,4,3,2024-07-25 17:00:00,nan,
412,107,Phạm Văn Trang,9,24,62,Đáng giá tiền,Vị trí thuận lợi,5,4,3,5,4,2024-02-04 17:00:00,nan,
413,107,Phạm Văn Trang,4,9,19,Rất hài lòng,Dịch vụ chuyên nghiệp,4,5,5,4,4,2024-03-23 17:00:00,nan,
414,107,Phạm Văn Trang,15,42,109,Tuyệt vời,Vị trí thuận lợi,4,4,3,5,4,2024-11-02 17:00:00,nan,
415,107,Phạm Văn Trang,19,56,146,Khách sạn tốt,Khách sạn rất tốt,4,4,4,3,4,2024-11-17 17:00:00,nan,
416,107,Phạm Văn Trang,5,12,27,Khách sạn tốt,Vị trí thuận lợi,4,5,4,5,5,2024-01-15 17:00:00,nan,
417,107,Phạm Văn Trang,21,60,156,Rất hài lòng,Dịch vụ chuyên nghiệp,5,4,4,5,4,2024-09-08 17:00:00,nan,
418,107,Phạm Văn Trang,21,60,156,Rất hài lòng,Dịch vụ chuyên nghiệp,5,5,5,5,4,2024-10-06 17:00:00,nan,
419,107,Phạm Văn Trang,15,42,109,Tuyệt vời,Khách sạn rất tốt,4,5,3,5,4,2024-07-30 17:00:00,nan,
420,107,Phạm Văn Trang,2,2,1,Rất hài lòng,Khách sạn rất tốt,4,5,4,4,5,2024-02-12 17:00:00,nan,
421,107,Phạm Văn Trang,5,12,27,Tuyệt vời,Dịch vụ chuyên nghiệp,5,4,4,5,4,2024-04-29 17:00:00,nan,
422,109,Huỳnh Minh Cường,8,21,53,Đáng giá tiền,Dịch vụ chuyên nghiệp,4,4,2,4,4,2024-02-01 17:00:00,nan,
423,109,Huỳnh Minh Cường,14,39,100,Rất hài lòng,Khách sạn rất tốt,3,2,2,3,3,2024-10-24 17:00:00,nan,
424,109,Huỳnh Minh Cường,8,21,53,Rất hài lòng,Dịch vụ chuyên nghiệp,3,4,2,3,4,2024-10-13 17:00:00,nan,
425,109,Huỳnh Minh Cường,19,54,140,Tuyệt vời,Dịch vụ chuyên nghiệp,4,4,4,4,3,2024-09-29 17:00:00,nan,
426,109,Huỳnh Minh Cường,10,27,75,Khách sạn tốt,Vị trí thuận lợi,3,4,4,4,3,2024-03-27 17:00:00,nan,
427,109,Huỳnh Minh Cường,8,21,53,Đáng giá tiền,Dịch vụ chuyên nghiệp,4,3,2,4,4,2024-07-21 17:00:00,nan,
428,109,Huỳnh Minh Cường,13,36,95,Khách sạn tốt,Khách sạn rất tốt,3,3,3,3,3,2024-03-06 17:00:00,nan,
429,109,Huỳnh Minh Cường,11,30,81,Rất hài lòng,Vị trí thuận lợi,3,4,3,4,4,2024-05-13 17:00:00,nan,
430,109,Huỳnh Minh Cường,20,57,148,Khách sạn tốt,Khách sạn rất tốt,3,3,3,3,4,2024-09-20 17:00:00,nan,
431,110,Hoàng Minh Trang,19,56,146,Đáng giá tiền,Khách sạn rất tốt,3,4,3,3,3,2024-06-29 17:00:00,nan,
432,110,Hoàng Minh Trang,17,48,125,Tuyệt vời,Vị trí thuận lợi,4,4,4,4,4,2024-02-07 17:00:00,nan,
433,110,Hoàng Minh Trang,17,48,125,Đáng giá tiền,Vị trí thuận lợi,5,5,4,5,4,2024-02-15 17:00:00,nan,
434,110,Hoàng Minh Trang,7,19,72,Khách sạn tốt,Vị trí thuận lợi,5,4,4,4,5,2024-01-21 17:00:00,nan,
435,110,Hoàng Minh Trang,12,33,87,Khách sạn tốt,Vị trí thuận lợi,2,3,2,3,3,2024-03-23 17:00:00,nan,
436,110,Hoàng Minh Trang,15,42,109,Đáng giá tiền,Vị trí thuận lợi,4,4,5,4,4,2024-06-08 17:00:00,nan,
437,111,Phạm Thanh Mai,7,18,73,Tuyệt vời,Khách sạn rất tốt,5,5,3,4,5,2024-09-07 17:00:00,nan,
438,111,Phạm Thanh Mai,4,9,17,Tuyệt vời,Vị trí thuận lợi,5,5,4,4,5,2024-09-27 17:00:00,nan,
439,111,Phạm Thanh Mai,9,24,62,Rất hài lòng,Vị trí thuận lợi,5,5,3,5,4,2024-04-20 17:00:00,nan,
440,111,Phạm Thanh Mai,3,5,3,Tuyệt vời,Dịch vụ chuyên nghiệp,4,4,5,4,5,2024-10-07 17:00:00,nan,
441,111,Phạm Thanh Mai,9,24,62,Đáng giá tiền,Dịch vụ chuyên nghiệp,5,4,4,4,4,2024-10-21 17:00:00,nan,
442,111,Phạm Thanh Mai,7,19,72,Đáng giá tiền,Vị trí thuận lợi,5,5,5,4,5,2024-03-10 17:00:00,nan,
443,111,Phạm Thanh Mai,7,19,72,Tuyệt vời,Dịch vụ chuyên nghiệp,4,4,3,5,4,2024-07-22 17:00:00,nan,
444,111,Phạm Thanh Mai,17,48,125,Khách sạn tốt,Vị trí thuận lợi,4,5,3,4,4,2024-09-22 17:00:00,nan,
445,111,Phạm Thanh Mai,5,12,26,Tuyệt vời,Khách sạn rất tốt,5,4,4,4,5,2024-01-23 17:00:00,nan,
446,111,Phạm Thanh Mai,15,42,109,Rất hài lòng,Khách sạn rất tốt,4,5,4,5,5,2024-09-16 17:00:00,nan,
447,112,Lê Hoàng Anh,8,21,53,Tuyệt vời,Vị trí thuận lợi,3,4,3,3,3,2024-03-23 17:00:00,nan,
448,112,Lê Hoàng Anh,19,54,140,Rất hài lòng,Vị trí thuận lợi,3,4,4,4,3,2024-06-30 17:00:00,nan,
449,112,Lê Hoàng Anh,14,39,100,Đáng giá tiền,Khách sạn rất tốt,2,3,1,3,2,2024-05-18 17:00:00,nan,
450,112,Lê Hoàng Anh,13,36,95,Khách sạn tốt,Vị trí thuận lợi,3,3,1,3,3,2024-08-03 17:00:00,nan,
451,113,Võ Hoàng Bình,18,51,132,Đáng giá tiền,Vị trí thuận lợi,4,3,4,4,3,2024-09-11 17:00:00,nan,
452,113,Võ Hoàng Bình,3,5,3,Khách sạn tốt,Khách sạn rất tốt,4,5,5,5,5,2024-09-22 17:00:00,nan,
453,113,Võ Hoàng Bình,9,24,62,Khách sạn tốt,Khách sạn rất tốt,5,5,3,5,4,2024-04-13 17:00:00,nan,
454,113,Võ Hoàng Bình,4,9,19,Khách sạn tốt,Khách sạn rất tốt,4,4,3,4,5,2024-03-01 17:00:00,nan,
455,113,Võ Hoàng Bình,3,3,2,Khách sạn tốt,Khách sạn rất tốt,5,4,4,5,5,2024-06-01 17:00:00,nan,
456,113,Võ Hoàng Bình,4,9,19,Rất hài lòng,Vị trí thuận lợi,4,5,4,5,4,2024-11-09 17:00:00,nan,
457,114,Vũ Văn Mai,6,15,43,Tuyệt vời,Khách sạn rất tốt,4,4,5,5,5,2024-02-05 17:00:00,nan,
458,114,Vũ Văn Mai,21,62,161,Tuyệt vời,Vị trí thuận lợi,5,4,4,5,4,2024-11-04 17:00:00,nan,
459,114,Vũ Văn Mai,9,24,62,Đáng giá tiền,Vị trí thuận lợi,5,5,4,5,4,2024-04-27 17:00:00,nan,
460,114,Vũ Văn Mai,17,48,125,Đáng giá tiền,Dịch vụ chuyên nghiệp,4,4,5,4,4,2024-09-02 17:00:00,nan,
461,114,Vũ Văn Mai,3,3,2,Khách sạn tốt,Dịch vụ chuyên nghiệp,4,5,5,4,5,2024-06-20 17:00:00,nan,
462,114,Vũ Văn Mai,16,45,117,Khách sạn tốt,Vị trí thuận lợi,5,5,4,4,5,2024-02-26 17:00:00,nan,
463,114,Vũ Văn Mai,15,42,109,Đáng giá tiền,Khách sạn rất tốt,4,5,5,4,5,2024-04-11 17:00:00,nan,
464,114,Vũ Văn Mai,16,45,117,Khách sạn tốt,Khách sạn rất tốt,5,5,5,5,4,2024-02-26 17:00:00,nan,
465,114,Vũ Văn Mai,9,24,62,Rất hài lòng,Dịch vụ chuyên nghiệp,4,4,3,5,4,2024-07-15 17:00:00,nan,
466,114,Vũ Văn Mai,16,45,117,Đáng giá tiền,Khách sạn rất tốt,4,5,5,4,4,2024-08-17 17:00:00,nan,
467,115,Huỳnh Thị Trang,13,36,95,Rất hài lòng,Khách sạn rất tốt,3,3,3,3,3,2024-05-20 17:00:00,nan,
468,116,Nguyễn Hoàng Nga,13,36,95,Khách sạn tốt,Khách sạn rất tốt,3,2,2,2,3,2024-11-30 17:00:00,nan,
469,116,Nguyễn Hoàng Nga,6,15,45,Tuyệt vời,Khách sạn rất tốt,4,4,4,5,5,2024-11-28 17:00:00,nan,
470,117,Nguyễn Minh Lan,2,2,1,Khách sạn tốt,Khách sạn rất tốt,5,5,4,5,4,2024-07-31 17:00:00,nan,
471,117,Nguyễn Minh Lan,15,42,109,Tuyệt vời,Khách sạn rất tốt,4,5,5,5,4,2024-09-30 17:00:00,nan,
472,118,Phạm Quốc Bình,14,39,100,Tuyệt vời,Vị trí thuận lợi,3,2,1,2,3,2024-08-27 17:00:00,nan,
473,118,Phạm Quốc Bình,18,51,132,Tuyệt vời,Dịch vụ chuyên nghiệp,4,3,3,3,4,2024-08-10 17:00:00,nan,
474,119,Trần Quốc Nga,9,24,62,Rất hài lòng,Khách sạn rất tốt,5,4,4,5,5,2024-05-23 17:00:00,nan,
475,119,Trần Quốc Nga,19,56,146,Đáng giá tiền,Dịch vụ chuyên nghiệp,4,4,3,4,4,2024-07-08 17:00:00,nan,
476,119,Trần Quốc Nga,15,42,109,Khách sạn tốt,Vị trí thuận lợi,5,4,3,5,4,2024-09-08 17:00:00,nan,
477,119,Trần Quốc Nga,5,12,26,Rất hài lòng,Vị trí thuận lợi,5,4,5,4,5,2024-07-08 17:00:00,nan,
478,119,Trần Quốc Nga,4,9,17,Tuyệt vời,Vị trí thuận lợi,5,4,3,4,5,2024-06-10 17:00:00,nan,
479,119,Trần Quốc Nga,20,57,148,Khách sạn tốt,Vị trí thuận lợi,4,4,4,4,3,2024-01-15 17:00:00,nan,
480,119,Trần Quốc Nga,16,45,117,Khách sạn tốt,Vị trí thuận lợi,5,4,4,4,5,2024-02-19 17:00:00,nan,
481,119,Trần Quốc Nga,2,2,1,Rất hài lòng,Dịch vụ chuyên nghiệp,4,4,4,4,5,2024-10-12 17:00:00,nan,
482,119,Trần Quốc Nga,20,59,154,Khách sạn tốt,Khách sạn rất tốt,4,4,4,4,3,2024-05-16 17:00:00,nan,
483,120,Đặng Thanh Trang,4,9,19,Rất hài lòng,Dịch vụ chuyên nghiệp,4,4,3,4,4,2024-08-26 17:00:00,nan,
486,120,Đặng Thanh Trang,17,48,125,Khách sạn tốt,Dịch vụ chuyên nghiệp,5,5,4,5,5,2024-10-13 17:00:00,nan,
487,120,Đặng Thanh Trang,17,48,125,Khách sạn tốt,Khách sạn rất tốt,4,4,4,4,5,2024-04-16 17:00:00,nan,
488,120,Đặng Thanh Trang,15,42,109,Rất hài lòng,Vị trí thuận lợi,5,5,4,4,5,2024-09-12 17:00:00,nan,
489,120,Đặng Thanh Trang,3,5,40,Rất hài lòng,Khách sạn rất tốt,4,4,5,5,4,2024-08-08 17:00:00,nan,
490,121,Nguyễn Thị Nga,10,29,79,Khách sạn tốt,Khách sạn rất tốt,4,4,3,4,4,2024-08-30 17:00:00,nan,
491,121,Nguyễn Thị Nga,10,27,75,Đáng giá tiền,Dịch vụ chuyên nghiệp,4,3,3,3,4,2024-04-22 17:00:00,nan,
492,121,Nguyễn Thị Nga,18,51,132,Rất hài lòng,Vị trí thuận lợi,4,4,2,4,4,2024-01-23 17:00:00,nan,
493,121,Nguyễn Thị Nga,11,30,81,Tuyệt vời,Khách sạn rất tốt,3,4,2,4,4,2024-03-25 17:00:00,nan,
494,121,Nguyễn Thị Nga,10,27,75,Đáng giá tiền,Khách sạn rất tốt,3,4,3,4,3,2024-03-02 17:00:00,nan,
495,122,Võ Hoàng Anh,11,30,81,Đáng giá tiền,Vị trí thuận lợi,4,4,3,4,3,2024-02-14 17:00:00,nan,
